Sector,Camera,CCD,RA_center,DEC_center,ROTATION,RA_corner1,DEC_corner1,RA_corner2,DEC_corner2,RA_corner3,DEC_corner3,RA_corner4,DEC_corner4
22,4,1,254.99374154565052,73.7797719444789,-91.73437739351616,227.42473964453103,78.36796606386172,285.9041405064669,77.9951446814045,269.8540212308226,66.67646490819112,239.26703659461555,67.03165102000203
22,4,2,254.03794862274736,61.24708636901488,-90.40154853841904,239.33107571524715,66.86656416206539,269.70941016645946,66.5202867112798,264.07221727462445,54.60807763806774,244.03825171165215,55.26637624716938
22,4,3,278.1850067778884,58.55137882088937,65.84562896510012,282.701054766143,51.05390520562971,264.5547632359715,54.5534408312322,270.4327234042449,66.43697902232063,294.4403623808947,60.90719458082475
22,4,4,292.48830436557,69.48512033060155,53.674008984385345,294.6474929174468,61.03486315424388,270.54843978634057,66.59610589096084,287.0296148877672,77.84856660249895,315.13986413406536,69.26350768314849
23,1,1,206.9609908772146,14.717557146680011,153.99895331270724,214.8211498623034,17.163212983353496,209.90196654999622,6.727748884007714,198.60587838437152,11.760393239568765,203.67885153560306,22.639039135096322
23,1,2,194.93315797770117,19.781886064701045,158.34830423692546,203.50556423414068,22.703186845633404,198.4413172072337,11.818949917067735,186.73954942256802,16.3780982312333,191.3810704320425,27.027319512072815
23,1,3,190.16819231368402,8.38324226912136,-22.542292370153525,182.79910244801187,5.3004443635434,186.64736439115222,16.1492939609676,198.32445217104137,11.586491124511102,193.65877274757764,0.6145002303609932
23,1,4,201.79956830610521,3.5076786089872516,-22.972095971185816,193.8194810172009,0.5452571412857883,198.4935192483578,11.512609959314391,209.78715424397743,6.494973215642651,204.79206645453968,-3.85614338135519
23,2,1,219.92145697677296,35.47813551998838,145.38348862331287,229.6533068489172,36.53529642723577,221.84206436602227,27.14728091582103,209.7109537917294,33.47025782859178,217.39925295615907,43.76264999043668
23,2,2,205.97116210795141,41.741036521029855,154.85853091663517,217.20058864521786,43.86691327178653,209.7360092678353,33.47653165598458,195.67856000048337,38.515022604831266,201.80023440953062,49.12784968541912
23,2,3,199.73570708276708,30.489971376495067,-23.27107486255084,191.42197606219742,27.311572035794153,195.56685232034758,38.25753549578381,209.37321047037622,33.313725963380655,203.39650204670804,22.636828347823347
